name	x	y	z
FP1	31.0	-101.864	70.6869
FPZ	-0.0	-108.586	67.8903
FP2	-31.0	-102.858	70.5712
AF3	32.0	-91.2662	92.057
AF4	-32.0	-92.3752	92.9345
F7	67.0	-63.0782	66.1448
F5	59.0	-66.5017	86.888
F3	45.0	-72.5578	104.304
F1	25.0	-74.2936	119.203
FZ	-0.0	-72.2395	127.497
F2	-25.0	-74.4093	120.197
F4	-46.0	-73.6668	105.182
F6	-60.0	-67.4949	86.7723
F8	-68.0	-64.0715	66.0291
FT7	77.0	-36.9057	66.1738
FC5	70.0	-40.2617	94.9789
FC3	53.0	-41.2839	121.036
FC1	30.0	-42.1421	137.044
FCZ	-0.0	-39.0948	145.453
FC2	-30.0	-42.1421	137.044
FC4	-53.0	-41.2839	121.036
FC6	-71.0	-40.2617	94.9789
FT8	-78.0	-37.0214	67.1671
T7	83.0	-6.99155	68.6522
C5	79.0	-6.83725	101.893
C3	61.0	-6.10434	130.168
C1	33.0	-5.32322	149.388
CZ	-0.0	-7.24228	157.218
C2	-33.0	-5.32322	149.388
C4	-60.0	-6.10434	130.168
C6	-78.0	-6.83725	101.893
T8	-84.0	-7.10727	69.6454
M1	85.0	26.6547	13.173
TP7	81.0	20.8203	71.8924
CP5	75.0	28.5062	100.977
CP3	57.0	32.1032	130.592
CP1	31.0	34.2248	146.948
CPZ	-0.0	33.6462	151.914
CP2	-31.0	34.3405	145.955
CP4	-56.0	31.3414	128.49
CP6	-74.0	27.5129	100.861
TP8	-81.0	20.8203	71.8924
M2	-87.0	27.7637	12.2955
P7	73.0	48.7962	65.0841
P5	64.0	56.7135	92.1823
P3	47.0	63.3386	113.089
P1	25.0	63.9365	125.24
PZ	-0.0	62.2489	131.084
P2	-24.0	64.0522	124.247
P4	-46.0	61.4677	111.865
P6	-63.0	54.8426	90.9576
P8	-72.0	47.8029	64.9683
PO7	57.0	71.5259	68.7389
PO5	44.0	77.3892	87.5438
PO3	22.0	81.0826	99.0485
POZ	-0.0	81.7288	102.144
PO4	-22.0	81.0826	99.0485
PO6	-43.0	75.4026	87.3123
PO8	-56.0	70.5326	68.6232
CB1	27.0	91.0733	47.8607
O1	33.0	87.7656	67.6107
OZ	-0.0	93.3781	71.2848
O2	-33.0	87.7656	67.6107
CB2	-27.0	89.9643	48.7383
HEO	n/a	n/a	n/a
VEO	n/a	n/a	n/a
EKG	n/a	n/a	n/a
EMG	n/a	n/a	n/a
Trigger	n/a	n/a	n/a
