filename	acq_time
eeg/sub-77_ses-02_task-hybridonline_acq-graz_run-01_eeg.vhdr	2025-04-07T02:39:32.000000Z
eeg/sub-77_ses-02_task-hybridonline_acq-graz_run-02_eeg.vhdr	2025-04-07T02:46:22.000000Z
eeg/sub-77_ses-02_task-hybridonline_acq-grazonline_run-01_eeg.vhdr	2025-04-07T04:02:35.000000Z
eeg/sub-77_ses-02_task-hybridonline_acq-ssmvep_run-01_eeg.vhdr	2025-04-07T03:46:40.000000Z
eeg/sub-77_ses-02_task-hybridonline_acq-ssmvep_run-02_eeg.vhdr	2025-04-07T03:52:40.000000Z
eeg/sub-77_ses-02_task-hybridonline_acq-ssvideo_run-01_eeg.vhdr	2025-04-07T03:19:48.000000Z
eeg/sub-77_ses-02_task-hybridonline_acq-ssvideo_run-02_eeg.vhdr	2025-04-07T03:28:13.000000Z
eeg/sub-77_ses-02_task-hybridonline_acq-ssvideoonline_run-01_eeg.vhdr	2025-04-07T03:39:12.000000Z
eeg/sub-77_ses-02_task-hybridonline_acq-video_run-01_eeg.vhdr	2025-04-07T02:07:06.000000Z
eeg/sub-77_ses-02_task-hybridonline_acq-video_run-02_eeg.vhdr	2025-04-07T02:14:44.000000Z
eeg/sub-77_ses-02_task-hybridonline_acq-videoonline_run-01_eeg.vhdr	2025-04-07T02:28:10.000000Z
